user_id,post_id,interaction_score,hashtags
78,1,1.0,#art #music
272,286,1.0,#career #photography
175,83,2.0,#ai #guitar
635,323,0.0,#python #art
312,283,0.0,#education
696,615,2.0,#art #cooking #science
1081,294,1.0,#education
735,681,0.0,#career
340,309,1.0,#photography #health
459,423,2.0,#education #travel #python
678,661,0.0,#cooking
66,386,1.0,#ml #ai
10,400,1.0,#design #fitness
1174,625,0.0,#ml
222,69,2.0,#health #education
383,708,0.0,#music #guitar
576,119,2.0,#science #ai #food
1192,672,2.0,#design #ai #gaming
78,307,1.0,#fitness
30,337,1.0,#travel #fitness #gaming
715,171,0.0,#gaming #ml
903,547,1.0,#science #coding
558,466,0.0,#fitness #health
248,136,0.0,#music #python
12,597,1.0,#ml #fitness
619,217,0.0,#career #coding #design
173,411,0.0,#cooking #fitness
653,110,2.0,#fitness #health
630,34,0.0,#fitness
383,482,1.0,#travel #design #ai
211,503,1.0,#cooking
19,135,1.0,#python
866,563,3.0,#science #music
699,163,1.0,#ml
117,412,0.0,#startup #art #career
985,43,1.0,#food
1112,469,1.0,#music
14,561,0.0,#ml #science
174,481,0.0,#guitar #coding
87,13,0.0,#career #startup #guitar
100,385,0.0,#art
188,192,0.0,#food
921,316,2.0,#art #education
1055,584,1.0,#travel #gaming #food
521,495,0.0,#coding
887,187,3.0,#science #gaming #education
1158,438,1.0,#health #ml
690,677,0.0,#gaming #health
1046,135,0.0,#education
484,346,3.0,#photography
168,609,3.0,#art #health #gaming
983,800,2.0,#health
1139,508,0.0,#science #travel #career
498,789,0.0,#startup
1197,470,2.0,#fitness #health #food
128,446,1.0,#music #photography #career
723,108,1.0,#science #guitar
605,399,1.0,#art #gaming #fitness
584,467,2.0,#food #music
187,676,2.0,#fitness #gaming
346,273,2.0,#food #cooking
937,462,0.0,#startup
464,233,3.0,#guitar
203,291,3.0,#python #art
617,546,2.0,#gaming #startup
192,349,0.0,#gaming #food
30,210,0.0,#guitar
24,311,2.0,#travel #ml
987,35,1.0,#startup
570,143,1.0,#travel #guitar
481,376,0.0,#gaming #ai
169,744,2.0,#art
509,175,3.0,#food #career #cooking
676,474,0.0,#art #science #startup
598,601,1.0,#ml #cooking
834,82,3.0,#gaming
158,221,0.0,#cooking
1007,111,0.0,#guitar #food
31,430,1.0,#art
891,660,0.0,#travel
235,132,2.0,#education #design #cooking
856,653,0.0,#food #python #fitness
778,82,0.0,#coding
876,731,0.0,#health #guitar #photography
422,609,2.0,#science
80,444,3.0,#education #health
311,575,0.0,#ai
1181,276,0.0,#education #startup
1134,427,3.0,#python #art
179,448,1.0,#science #startup #cooking
1168,44,1.0,#health #startup #travel
56,207,2.0,#career
358,702,1.0,#art #photography #guitar
693,424,1.0,#guitar #science
723,791,0.0,#science
670,568,2.0,#travel
922,668,2.0,#coding
589,432,3.0,#guitar #design #ml
229,715,1.0,#career
1031,727,2.0,#career #coding
148,416,3.0,#education #coding
129,288,0.0,#education #guitar
38,355,0.0,#food #cooking
1158,756,1.0,#ai #photography
84,532,0.0,#health #cooking #career
1190,757,3.0,#ai
135,326,2.0,#travel #science
168,573,2.0,#travel
432,690,3.0,#gaming
564,514,1.0,#music #photography #cooking
15,127,0.0,#design #coding #ml
302,753,1.0,#photography #music
1191,469,1.0,#ml #coding #guitar
839,455,0.0,#food #health
731,112,0.0,#education #gaming #cooking
377,506,1.0,#startup
1050,632,1.0,#food
1025,701,0.0,#science #education
101,411,1.0,#python #health
544,529,1.0,#food #ml
505,291,1.0,#design #photography
51,260,2.0,#ai
107,640,0.0,#music #art
963,205,1.0,#travel #art #education
1008,395,0.0,#health #education #cooking
557,113,0.0,#food #science
861,19,3.0,#art #ai #education
1020,492,0.0,#career #gaming
408,383,1.0,#coding #art
496,277,0.0,#music #food #science
966,317,2.0,#health #ml
873,418,0.0,#food #python
779,332,0.0,#science #education #ml
107,82,2.0,#guitar #science #career
878,645,1.0,#python
839,688,1.0,#design
748,588,0.0,#design #science
785,390,2.0,#ml
40,175,1.0,#food
953,142,2.0,#startup #health
664,321,1.0,#science #health
766,134,0.0,#ml #travel #startup
247,617,1.0,#guitar
587,216,2.0,#design #science
1184,292,0.0,#design #coding
333,683,2.0,#music
80,220,0.0,#gaming
484,387,1.0,#travel #fitness #career
880,738,2.0,#design #startup #ai
1074,407,0.0,#cooking #design #food
1129,728,2.0,#career
404,604,0.0,#career #fitness
964,537,1.0,#travel #gaming
1053,444,2.0,#ai #photography #science
52,319,0.0,#science
905,631,1.0,#art
940,96,0.0,#gaming
79,105,1.0,#fitness
48,723,1.0,#music #travel
1011,527,0.0,#fitness #health #design
130,3,0.0,#photography #education #science
632,777,1.0,#design #science #cooking
224,356,3.0,#gaming #design
1061,23,1.0,#coding #design #art
258,348,1.0,#science #guitar #design
339,770,2.0,#coding
792,666,0.0,#education #fitness
1007,489,0.0,#travel #ml #photography
995,548,1.0,#fitness
1112,631,1.0,#cooking #gaming
160,469,1.0,#education
1087,413,1.0,#gaming #career #art
508,571,0.0,#career #design
186,645,1.0,#music #startup
459,88,0.0,#gaming #photography #startup
676,131,2.0,#startup #music #ai
571,197,3.0,#fitness #health #science
668,712,0.0,#photography #coding
698,88,1.0,#python #education #startup
397,779,0.0,#education #startup #gaming
207,123,2.0,#python #education #design
294,270,3.0,#photography #coding #food
110,733,1.0,#coding #startup
810,501,0.0,#science
1074,562,1.0,#science
1022,627,0.0,#gaming #education #science
363,282,0.0,#health #coding
434,445,2.0,#health #photography
752,426,0.0,#fitness #ai
1048,698,1.0,#photography #science
701,757,1.0,#photography
19,546,0.0,#gaming #startup
1180,384,2.0,#photography #ml
933,461,2.0,#education
956,109,0.0,#coding
642,662,2.0,#cooking #education #food
1164,581,2.0,#coding #fitness
442,373,0.0,#health #photography #cooking
835,649,1.0,#science #gaming #education
463,454,2.0,#health
574,502,3.0,#startup
98,230,1.0,#photography #food #startup
166,161,1.0,#design #cooking
523,348,0.0,#art #science #guitar
376,671,3.0,#education
361,208,1.0,#food #design
1048,556,2.0,#food
76,440,1.0,#health
418,710,1.0,#career #cooking
460,206,1.0,#art #cooking #music
638,719,2.0,#design
502,648,1.0,#career #fitness
850,408,0.0,#education #gaming #fitness
56,528,2.0,#art
1035,655,0.0,#coding
713,612,0.0,#gaming #health
221,351,2.0,#music #guitar #food
289,714,0.0,#education #science
1053,375,1.0,#health #startup #science
592,61,0.0,#education
235,257,0.0,#cooking #ml #design
481,89,0.0,#health
687,425,2.0,#career #ai #guitar
493,671,2.0,#food #art #python
1180,300,0.0,#music #gaming #ai
165,736,2.0,#travel #gaming
1044,362,0.0,#education #design #cooking
692,711,2.0,#art
547,124,0.0,#career
827,289,1.0,#career
166,18,0.0,#science
56,50,0.0,#startup #ai #design
1164,427,1.0,#guitar
804,622,0.0,#ai
686,98,0.0,#photography #travel #education
335,107,0.0,#health #career
713,368,0.0,#health
1025,76,2.0,#health #career
511,252,1.0,#career
691,327,1.0,#gaming #career #art
979,632,0.0,#ml
327,236,2.0,#science #education
1072,695,3.0,#ml
113,6,0.0,#guitar #education #photography
736,148,2.0,#python
113,468,1.0,#photography
413,325,1.0,#fitness #science #art
656,49,1.0,#education #ml #guitar
713,101,0.0,#ml #fitness
312,714,1.0,#fitness
297,609,3.0,#design #art
545,138,0.0,#python #coding #gaming
846,505,0.0,#health
614,465,1.0,#travel
243,749,1.0,#health #music #education
52,512,1.0,#health #science #gaming
2,440,1.0,#guitar
812,108,0.0,#startup #fitness #health
443,474,3.0,#health #education #startup
544,706,2.0,#health
337,780,3.0,#photography #python #education
952,271,1.0,#fitness #health
594,17,0.0,#cooking #travel #education
1056,241,0.0,#startup #science
722,556,1.0,#gaming
18,161,0.0,#music #travel #education
756,578,2.0,#coding
580,431,2.0,#photography #travel #startup
154,77,1.0,#gaming #ml
139,73,1.0,#food
1165,392,0.0,#startup #ai #fitness
87,470,1.0,#food
1008,518,0.0,#design #fitness
351,223,1.0,#ml #startup #art
1020,315,3.0,#ml
314,107,2.0,#art
827,241,0.0,#design #food
762,534,1.0,#food #health #education
770,305,1.0,#cooking #fitness
257,399,1.0,#python
844,518,1.0,#education
311,240,0.0,#gaming #science
474,443,2.0,#food #photography #python
533,405,1.0,#python #science
973,638,0.0,#career #ml
782,387,1.0,#guitar #ml
798,668,3.0,#music #ai #gaming
760,399,3.0,#photography #career
803,743,0.0,#career
1132,276,0.0,#startup
957,585,3.0,#ai #cooking #music
851,683,1.0,#python
874,719,0.0,#career
52,158,0.0,#music #gaming
1131,89,1.0,#guitar #photography
308,683,1.0,#cooking
840,468,0.0,#health
418,478,0.0,#fitness #ml
513,189,0.0,#guitar #health #coding
186,437,2.0,#gaming #cooking #design
565,544,2.0,#music #career #food
1157,395,0.0,#education #photography
230,526,0.0,#fitness
1119,125,0.0,#ml #art
215,576,1.0,#art #food #cooking
576,24,1.0,#education
1149,183,0.0,#science #health #career
337,629,2.0,#photography #ai #startup
914,586,0.0,#photography
1199,554,1.0,#ml #education #music
711,230,0.0,#design #gaming
68,366,0.0,#photography
953,94,3.0,#guitar
293,316,2.0,#art #science
648,725,1.0,#photography #cooking
985,365,3.0,#coding #python
158,57,0.0,#music #career #cooking
697,370,0.0,#art #health
439,180,2.0,#science #fitness
564,709,3.0,#fitness
1064,663,0.0,#music
962,77,1.0,#ai #health
967,789,0.0,#ml
274,587,0.0,#coding #art
1182,768,1.0,#startup #cooking
292,276,0.0,#cooking
205,755,1.0,#travel #photography
104,570,1.0,#health
844,602,0.0,#music #science
190,477,2.0,#health #food
583,138,1.0,#health #photography #science
684,419,0.0,#art #guitar
406,494,2.0,#education #health #science
968,281,2.0,#health #python #cooking
407,492,3.0,#music #fitness #startup
717,519,3.0,#cooking #science #gaming
873,644,0.0,#gaming
462,557,1.0,#career #science
833,196,0.0,#health #travel #fitness
837,591,3.0,#food
1011,369,1.0,#photography #guitar #startup
546,209,0.0,#music #photography
961,433,1.0,#health #coding #ml
182,618,2.0,#fitness #travel
334,597,0.0,#design #ai
498,263,1.0,#photography #startup #travel
820,711,0.0,#travel #career #education
330,92,1.0,#cooking #music
1041,406,1.0,#health #fitness #career
287,113,1.0,#education
955,192,2.0,#ml
149,14,0.0,#design
225,552,0.0,#ai #coding #cooking
781,767,1.0,#gaming
751,30,3.0,#guitar #startup
275,691,0.0,#fitness #cooking
167,80,1.0,#art
628,349,0.0,#art #startup
630,416,2.0,#fitness
931,797,1.0,#science #guitar #photography
166,116,0.0,#career #photography #design
392,582,0.0,#photography #art
985,308,0.0,#cooking
734,1,3.0,#cooking #science
281,272,0.0,#design
489,599,0.0,#ai #gaming #fitness
430,428,1.0,#science #fitness #ml
886,108,1.0,#music #cooking
894,594,2.0,#design #fitness
7,484,2.0,#travel #food #music
687,329,0.0,#travel #python
522,671,2.0,#ai #travel
1011,695,1.0,#science
298,116,0.0,#health #travel
1061,637,1.0,#science #travel #cooking
357,571,0.0,#ml
1050,296,2.0,#design
714,586,3.0,#python #photography
1053,647,1.0,#design #education #career
656,574,1.0,#health #career #fitness
1061,570,1.0,#design #health
900,115,1.0,#ai #education
175,319,1.0,#career #ml
1122,16,0.0,#science #startup
892,211,0.0,#travel #career #science
1075,95,0.0,#travel #cooking
428,545,0.0,#startup
1036,52,2.0,#photography #education #guitar
687,47,0.0,#guitar
777,415,1.0,#python #gaming #science
201,568,3.0,#health #photography #education
175,315,1.0,#guitar
829,424,0.0,#health #science #music
1113,113,2.0,#health
308,213,2.0,#gaming #cooking #music
119,372,2.0,#science #music #travel
313,135,0.0,#science #career #guitar
948,633,1.0,#health
24,371,1.0,#science #travel
1007,481,2.0,#fitness #food
13,659,1.0,#gaming
472,156,3.0,#gaming #travel #startup
613,64,2.0,#health #art #education
65,553,0.0,#food #python
676,794,0.0,#art #science
649,291,0.0,#science #fitness
496,789,1.0,#ai #python
963,643,0.0,#travel
909,667,3.0,#food
653,435,3.0,#python
944,572,0.0,#startup #guitar #education
588,289,0.0,#python #science
320,54,2.0,#photography
351,3,0.0,#photography #design #fitness
1182,287,0.0,#ml #gaming #fitness
366,493,2.0,#gaming #fitness
181,60,0.0,#guitar #ml
1083,146,2.0,#career #health #fitness
345,456,0.0,#music #design
688,773,2.0,#food
367,502,1.0,#photography
82,168,3.0,#photography #ai #coding
1108,348,2.0,#startup #science #guitar
60,529,2.0,#health #fitness
889,298,1.0,#ai
291,456,2.0,#education
453,192,0.0,#coding #career
711,209,3.0,#travel #art
1133,136,3.0,#music
682,419,1.0,#startup #health #ai
156,186,0.0,#coding #fitness
907,66,3.0,#coding #science
386,601,0.0,#science #ai #gaming
1117,195,0.0,#food
520,578,1.0,#gaming
286,423,1.0,#fitness #science
397,192,3.0,#python
1072,332,0.0,#cooking #education
746,528,0.0,#travel #design #guitar
588,151,3.0,#photography #art #science
1153,5,2.0,#coding
953,184,0.0,#ml #startup #health
747,467,0.0,#career #travel #fitness
94,338,1.0,#food #photography #education
67,430,0.0,#music
844,758,1.0,#music #photography
604,199,0.0,#guitar #python
124,143,2.0,#startup #python
497,766,0.0,#python #gaming
556,8,0.0,#science #travel
985,86,0.0,#education #photography #gaming
1160,64,1.0,#career #ml #cooking
136,679,2.0,#music #art
939,206,1.0,#art #coding
1065,561,0.0,#fitness
287,333,2.0,#ml #python #photography
383,113,2.0,#guitar #photography #art
59,300,0.0,#health #coding #music
175,494,3.0,#coding #cooking #python
270,515,2.0,#startup #python #food
492,515,1.0,#fitness
67,384,0.0,#travel
901,682,0.0,#science #python
1061,686,1.0,#design #coding
632,654,0.0,#travel
369,330,2.0,#health
593,407,1.0,#fitness #gaming #food
258,129,2.0,#gaming #startup
163,303,0.0,#photography #coding
1014,467,1.0,#health #guitar
645,595,1.0,#coding #food #guitar
361,36,0.0,#fitness
153,263,0.0,#career
143,571,0.0,#design #health #guitar
124,764,1.0,#coding
819,202,3.0,#design
1055,629,0.0,#guitar
1005,249,1.0,#food #art
1187,594,1.0,#design
1129,461,2.0,#fitness
937,749,0.0,#career
1088,250,0.0,#gaming
633,1,0.0,#food
158,413,3.0,#ai
452,361,3.0,#ml #startup #career
1052,76,3.0,#fitness
103,358,0.0,#python
509,569,0.0,#ai #coding #career
854,641,1.0,#music #python #food
814,714,1.0,#cooking #music
662,799,0.0,#education
19,561,2.0,#science #python
606,272,1.0,#coding
1111,496,0.0,#travel
681,36,0.0,#career
220,49,3.0,#education #coding #python
361,713,1.0,#career
1099,10,0.0,#gaming
547,219,0.0,#education #cooking #health
549,224,3.0,#ai #cooking #education
228,800,3.0,#career #music
476,614,1.0,#photography #startup #music
347,287,1.0,#cooking
954,229,3.0,#health #python
921,455,0.0,#food #career
766,372,1.0,#startup #ml
1106,59,0.0,#coding #travel #python
1123,486,2.0,#design #travel
772,184,0.0,#art #health
271,582,3.0,#education #travel
572,526,1.0,#career
282,308,0.0,#food #design
352,288,2.0,#ml
337,701,2.0,#art #music #health
1103,7,1.0,#gaming
939,71,1.0,#python
1086,323,1.0,#travel #health #design
422,371,0.0,#music #startup
863,340,3.0,#cooking
833,474,3.0,#gaming #food #education
421,648,1.0,#startup #health #education
189,107,0.0,#ml #startup #food
1049,657,1.0,#health #ai
852,199,0.0,#cooking
507,301,0.0,#career #ai
366,92,1.0,#travel #ml
937,290,2.0,#health #science
971,446,1.0,#science
135,115,1.0,#career
475,786,2.0,#python #fitness
1186,548,1.0,#health #education #design
17,791,2.0,#python #music #photography
1080,578,1.0,#health #guitar
216,623,2.0,#science #gaming
151,738,0.0,#gaming #music
543,746,0.0,#coding #gaming #guitar
343,607,1.0,#science #cooking
918,762,1.0,#fitness #gaming
164,791,2.0,#design
881,662,0.0,#science
104,115,2.0,#music #gaming #food
21,302,0.0,#startup
205,206,0.0,#gaming
643,496,0.0,#guitar #science
654,308,0.0,#career #guitar #science
803,292,0.0,#design
75,507,0.0,#startup #coding #cooking
334,74,0.0,#ai #ml #startup
812,485,0.0,#photography #guitar
184,634,0.0,#education
661,525,2.0,#ai #art
1066,350,1.0,#science #photography #education
184,699,0.0,#cooking
821,189,1.0,#ml #travel
138,693,1.0,#ml #health
679,208,1.0,#food #art #gaming
925,607,0.0,#travel
272,10,1.0,#science #music
1040,745,0.0,#music #startup #gaming
577,637,0.0,#music #travel
732,196,2.0,#ai #python
1109,743,3.0,#fitness #science #python
284,228,2.0,#food
1006,774,1.0,#coding
375,264,0.0,#startup #health #music
512,731,0.0,#career #art
549,203,0.0,#cooking
765,777,1.0,#science
291,723,1.0,#gaming #science #ml
1081,202,1.0,#cooking #ai #art
506,331,0.0,#education
637,765,0.0,#music #cooking
1143,194,0.0,#career
893,64,2.0,#music #startup
292,549,0.0,#education
557,60,1.0,#gaming #food
1167,33,0.0,#design
1121,182,0.0,#guitar
256,413,0.0,#photography #ml
358,371,1.0,#guitar
784,563,3.0,#coding
116,396,3.0,#education
475,293,2.0,#startup #fitness
1003,294,3.0,#food #education
905,414,1.0,#design #art #coding
581,213,0.0,#travel #python #cooking
1002,691,0.0,#career
48,22,1.0,#gaming
811,174,0.0,#coding
149,633,1.0,#ml
302,322,0.0,#python #photography #design
440,730,3.0,#food #python #ai
374,787,0.0,#health #photography
1122,135,3.0,#fitness #cooking #art
795,793,1.0,#startup #coding
1163,540,0.0,#coding #career
1120,485,1.0,#education #gaming #photography
1038,67,2.0,#cooking #guitar #music
1005,427,3.0,#health
560,605,0.0,#coding
837,580,3.0,#music
781,786,1.0,#art #coding
20,83,1.0,#science #ml #career
237,728,0.0,#travel #career #gaming
1043,232,3.0,#ml
873,665,3.0,#startup #coding
874,783,1.0,#ml #photography #startup
272,524,1.0,#startup #food #health
251,287,3.0,#python #travel #music
372,711,1.0,#career
875,200,2.0,#health
343,73,3.0,#music
99,453,3.0,#career #ai
547,495,2.0,#science #cooking #startup
326,795,0.0,#career
1070,450,1.0,#music
484,147,1.0,#guitar #art #design
125,113,1.0,#guitar #fitness #career
548,480,2.0,#health
345,89,0.0,#startup #fitness
1179,367,0.0,#music #photography
412,27,0.0,#design #food
662,292,0.0,#python #music #art
1058,688,0.0,#cooking #travel
960,687,2.0,#career
685,667,0.0,#career #design
997,42,0.0,#cooking #career #science
733,441,0.0,#education #ml #food
757,414,1.0,#fitness #startup
709,427,0.0,#python
1102,505,0.0,#travel
370,368,3.0,#guitar #fitness #education
254,456,2.0,#cooking
466,53,1.0,#travel
103,411,1.0,#photography #art #fitness
266,257,1.0,#design #fitness #food
1010,220,1.0,#gaming #health #cooking
94,775,1.0,#health
612,248,0.0,#python
75,706,2.0,#startup #fitness #food
1091,49,2.0,#startup #career #science
476,485,3.0,#health #cooking
141,460,0.0,#art
650,259,1.0,#fitness #ml
219,2,2.0,#fitness
452,685,0.0,#design
1036,65,0.0,#art
814,254,0.0,#python #photography
542,526,1.0,#food #python
703,633,2.0,#design #art #food
326,241,1.0,#art #coding
353,585,3.0,#cooking #health #career
575,319,0.0,#design #music #photography
870,495,1.0,#art
284,123,2.0,#gaming
467,765,0.0,#startup #ml #design
124,154,0.0,#art #gaming
12,717,1.0,#gaming #ml #travel
140,270,1.0,#music #python
71,83,1.0,#career #health #photography
564,673,1.0,#science #food #fitness
1093,276,3.0,#design #python #coding
386,90,1.0,#gaming #career
404,396,1.0,#ai #guitar
1172,440,1.0,#design #health #education
783,248,2.0,#travel #python #food
73,20,0.0,#startup
774,666,1.0,#cooking
103,271,2.0,#travel
337,259,0.0,#art #science #career
42,798,2.0,#cooking #ml
771,271,0.0,#education #career
871,417,0.0,#ai
418,201,0.0,#music #education
937,517,0.0,#guitar #design
902,681,0.0,#fitness
420,690,1.0,#health
1002,523,0.0,#health #art
542,538,1.0,#photography #career #education
836,128,2.0,#photography
733,331,0.0,#ml #python
549,675,1.0,#travel #python
737,728,1.0,#startup #gaming #education
821,612,1.0,#health #career #design
461,443,0.0,#startup
4,691,0.0,#music
1152,242,3.0,#python #health #science
1028,63,0.0,#art #photography #startup
1078,43,2.0,#science
1089,741,1.0,#photography
159,415,0.0,#food #design
447,326,0.0,#photography
1064,43,0.0,#python
1026,780,1.0,#ai
256,617,0.0,#cooking #fitness
1144,633,0.0,#career #travel
312,178,3.0,#startup #music
668,718,0.0,#python
326,526,2.0,#career #music
1071,451,2.0,#art
64,130,0.0,#education
867,556,0.0,#fitness
1113,240,1.0,#gaming #python #health
1005,693,0.0,#ai #cooking #travel
588,18,1.0,#gaming
584,392,0.0,#fitness #art #coding
610,240,0.0,#photography #ai
103,35,1.0,#travel #startup
464,624,0.0,#ai
576,55,0.0,#fitness
575,478,2.0,#photography #ai
102,739,1.0,#coding #guitar
153,632,2.0,#python
1151,711,0.0,#education
858,477,0.0,#startup
1179,299,0.0,#photography
878,132,3.0,#ai #photography #art
153,734,0.0,#cooking #food
1041,304,0.0,#health #art #food
333,661,2.0,#travel #food
980,642,3.0,#art #photography #cooking
670,577,0.0,#art
419,380,2.0,#photography #python #health
344,469,2.0,#education #ml
993,436,0.0,#science
835,327,2.0,#science #travel
652,274,0.0,#startup #design
883,305,0.0,#science #food
375,492,0.0,#career #science
972,430,0.0,#python
513,551,2.0,#ml #art
80,567,1.0,#photography
184,761,1.0,#education
707,525,3.0,#ai
1065,163,0.0,#guitar #coding #science
48,777,3.0,#education #photography #art
1060,370,1.0,#ml #startup
710,773,1.0,#food #photography
1092,564,1.0,#education
881,593,1.0,#ai #coding
614,432,3.0,#photography #ml #gaming
1019,187,3.0,#education #ml
384,559,3.0,#design #food #ml
1185,797,1.0,#education #python #food
982,469,0.0,#guitar #photography #ai
591,800,2.0,#ml
743,549,2.0,#gaming
1128,318,1.0,#art #ml #career
768,307,0.0,#education
1051,446,1.0,#ml #music #career
36,504,1.0,#cooking #food #music
45,754,2.0,#fitness #career #startup
593,628,2.0,#photography #python #ml
347,435,2.0,#education
981,586,3.0,#python
919,228,0.0,#design #science #gaming
1146,113,0.0,#career #fitness #food
83,381,1.0,#fitness #ai
20,207,0.0,#guitar #health #startup
419,588,0.0,#fitness #guitar #music
174,266,3.0,#cooking #photography #health
564,164,1.0,#education
629,10,1.0,#photography #food
1118,314,3.0,#coding
921,742,3.0,#cooking #fitness #design
415,342,3.0,#career
1114,185,3.0,#photography #food
285,207,2.0,#music
252,162,0.0,#python #cooking #education
903,555,1.0,#ml #education
911,319,2.0,#gaming #cooking
122,635,0.0,#fitness #cooking
444,325,2.0,#food #startup
52,551,0.0,#startup
225,125,2.0,#education
383,788,3.0,#education #art
184,651,0.0,#art
446,368,0.0,#gaming #education
1075,279,3.0,#music #design
587,491,0.0,#career #design
1084,660,1.0,#guitar #gaming
160,396,2.0,#coding
547,512,1.0,#design #food #photography
169,788,2.0,#design #music #science
756,256,0.0,#coding #python #photography
956,54,2.0,#gaming #fitness
436,78,0.0,#science
844,582,0.0,#startup #health
1078,789,0.0,#design #food #ml
906,684,0.0,#design #python
956,742,0.0,#design #coding #fitness
538,128,1.0,#ai #fitness
202,704,3.0,#music #food #startup
1126,381,1.0,#startup #design #python
178,412,0.0,#career #python
1121,587,0.0,#photography #design
776,161,2.0,#ai #education #gaming
536,567,3.0,#coding #travel
91,513,2.0,#career #fitness
480,587,2.0,#python #fitness #ai
576,503,1.0,#art #gaming #food
10,535,0.0,#guitar #travel #science
367,231,1.0,#cooking
178,365,0.0,#ml #startup
948,281,1.0,#design #fitness #photography
887,266,0.0,#cooking #fitness
1065,604,3.0,#education
232,696,2.0,#career #gaming
970,207,2.0,#career #guitar
644,105,1.0,#career
726,795,1.0,#music
295,697,1.0,#design #ai
575,779,0.0,#startup #design
461,653,1.0,#startup #music
929,780,1.0,#travel #food
5,401,0.0,#science #career #startup
364,18,1.0,#education
347,593,1.0,#python #food
350,342,1.0,#education #gaming #ai
282,137,0.0,#cooking #science #art
638,106,2.0,#guitar
782,635,1.0,#python #coding
1037,214,2.0,#gaming
563,91,0.0,#fitness #coding #music
532,713,2.0,#education
1194,483,0.0,#cooking #gaming #guitar
316,606,1.0,#design
245,749,0.0,#ml #career
398,530,1.0,#art
877,747,0.0,#health #cooking #startup
781,381,1.0,#photography #education
879,567,2.0,#art #startup
17,391,0.0,#python #art
381,438,1.0,#photography
458,796,1.0,#food #startup #health
627,429,2.0,#gaming #science
398,449,1.0,#career #ai #science
1032,312,2.0,#education
571,575,0.0,#guitar #career
211,216,2.0,#startup
346,292,1.0,#photography #travel
1195,582,0.0,#python
438,431,0.0,#food #education
18,353,0.0,#education #python
373,460,1.0,#coding
127,295,2.0,#art #music
116,294,2.0,#food #education #travel
1086,183,0.0,#art #career
80,562,0.0,#startup
732,163,1.0,#design
906,423,1.0,#guitar #travel
79,197,0.0,#guitar #ml #cooking
560,392,1.0,#science #music #career
101,52,0.0,#art #health
838,137,0.0,#gaming #art #fitness
770,661,1.0,#guitar #career #startup
1156,145,1.0,#education
921,110,1.0,#career #health
237,358,0.0,#education #career
776,564,0.0,#art
468,287,1.0,#cooking
234,740,0.0,#guitar
497,82,1.0,#art #travel
794,6,0.0,#food #music #gaming
1149,283,3.0,#ai #career
987,64,0.0,#ai #art
737,572,3.0,#guitar #python
970,337,3.0,#travel #guitar
896,447,0.0,#startup #python #music
938,16,2.0,#startup #ml #design
1149,772,0.0,#startup #design #cooking
429,536,1.0,#education
63,259,2.0,#science
677,410,2.0,#science #coding #cooking
680,228,0.0,#startup
1011,678,1.0,#python
177,667,3.0,#fitness #gaming
744,584,1.0,#startup
422,420,2.0,#science
812,738,0.0,#gaming
778,270,0.0,#food #health #design
258,452,1.0,#startup #coding
301,98,2.0,#coding #design
1068,66,1.0,#science #guitar #music
717,151,0.0,#travel #ml
920,390,1.0,#health #startup
914,31,0.0,#fitness
1115,543,2.0,#design #music
923,575,0.0,#education
50,542,0.0,#art #food #guitar
77,176,0.0,#art #health #science
1135,687,2.0,#cooking
561,4,2.0,#science #gaming #music
924,64,1.0,#music #fitness #guitar
1046,514,1.0,#travel #ml
631,218,3.0,#education #science
185,676,2.0,#fitness #coding #startup
40,552,1.0,#guitar
658,146,2.0,#design #music
867,612,0.0,#travel #photography #cooking
615,736,2.0,#ml #cooking #education
982,217,0.0,#design #startup
953,631,2.0,#design #python
418,604,2.0,#photography #coding
401,66,0.0,#career
382,373,2.0,#ml #health #career
679,90,2.0,#travel #career #startup
808,467,2.0,#design
771,409,2.0,#startup #ai
102,74,0.0,#cooking
557,634,3.0,#gaming
479,69,3.0,#photography #gaming #ai
1092,628,2.0,#photography #gaming
1011,639,3.0,#career #python #startup
810,368,0.0,#coding #python
591,63,0.0,#gaming #design #art
1109,624,1.0,#science #ml #photography
303,745,0.0,#education #coding #fitness
1185,333,2.0,#ai
203,790,0.0,#science #guitar #photography
724,275,0.0,#science #photography #travel
86,615,1.0,#food #art #python
671,324,0.0,#art #travel
834,730,0.0,#design
928,76,3.0,#career #food
1018,714,0.0,#gaming #health #guitar
275,763,0.0,#education #travel #photography
154,276,0.0,#coding #design
800,615,1.0,#health
676,757,1.0,#ml #coding
583,797,1.0,#health
721,691,0.0,#health #education #ml
470,600,2.0,#science
1150,568,2.0,#health
701,661,0.0,#health #food
632,567,2.0,#fitness #health
534,310,1.0,#gaming #career
1019,644,2.0,#art
1051,367,1.0,#ai #music
274,532,0.0,#coding
605,250,1.0,#health #cooking
858,272,2.0,#travel
81,234,1.0,#ml #music #food
506,105,1.0,#music #coding #food
1005,549,2.0,#art #travel #python
1157,308,2.0,#photography #career #python
381,91,0.0,#design #python
977,403,1.0,#travel
581,289,0.0,#fitness
592,199,0.0,#python
556,539,1.0,#gaming
337,108,1.0,#education #design #coding
609,79,2.0,#ml #music #guitar
1143,757,2.0,#guitar #ml #gaming
515,547,0.0,#science
1045,385,1.0,#python #coding
289,163,1.0,#science
350,317,1.0,#ai
1091,94,1.0,#music #science
278,384,1.0,#science
636,177,0.0,#travel #food
916,301,0.0,#startup #fitness #travel
